arm,display_name,batch_size,parameters,registered_flops_per_sample,mean_latency_ms_per_sample,p95_latency_ms_per_sample,throughput_samples_per_second,peak_allocated_mib,host_to_device_ms,raw_anchor_forward_ms,sarn_anchor_forward_ms,risk_transport_ms,posterior_validation_ms,warmup_iterations,timed_iterations,device,precision,scope
raw_only,Raw anchor,1,11244355,4737599744,4.561934,5.346765,219.20527565721036,63.13623046875,0.15680031970143318,3.6125487875938416,0.0011833599978126586,0.0014950399962253868,0.6560067188739777,20,100,NVIDIA GeForce RTX 4060,bfloat16,"model-only; SARN materialization, detector, and OCR excluded"
raw_only,Raw anchor,8,11244355,4737599744,0.93102325,1.0161624999999999,1074.0870327352184,102.1396484375,0.12302223995327949,0.7092579621076583,0.0001555999997071922,0.0001676799995766487,0.08084511943161488,20,100,NVIDIA GeForce RTX 4060,bfloat16,"model-only; SARN materialization, detector, and OCR excluded"
twin_endpoint,Dual-view endpoint,1,11244355,9475199488,8.258887,9.164869999999999,121.08169054740672,64.2646484375,0.2793952003121376,3.6583926343917845,3.4775084805488587,0.0012595199968200178,0.6877756804227829,20,100,NVIDIA GeForce RTX 4060,bfloat16,"model-only; SARN materialization, detector, and OCR excluded"
twin_endpoint,Dual-view endpoint,8,11244355,9475199488,1.8135465,1.9095906249999999,551.4057676491888,110.16015625,0.24221908032894135,0.7342624759674072,0.7289085602760315,0.000168959999573417,0.08752775989472866,20,100,NVIDIA GeForce RTX 4060,bfloat16,"model-only; SARN materialization, detector, and OCR excluded"
full_mett,R2MT-Net,1,11689151,9582389376,22.31966,24.4028,44.803549874863705,66.23583984375,0.32282207936048507,3.7137724781036376,3.5689676809310913,13.89777214050293,0.6455238395929337,20,100,NVIDIA GeForce RTX 4060,bfloat16,"model-only; SARN materialization, detector, and OCR excluded"
full_mett,R2MT-Net,8,11689151,9582389376,3.5657395000000003,3.67339125,280.4467348217669,114.75634765625,0.2819046413898468,0.7234494823217392,0.707161278128624,1.746341919898987,0.0848886002600193,20,100,NVIDIA GeForce RTX 4060,bfloat16,"model-only; SARN materialization, detector, and OCR excluded"
