retained_samples,distinct_source_images,exact_reading_units,physical_groups,full_denominator_nmae_mean,full_denominator_nmae_sample_sd,mean_within_unit_population_sd,mean_within_unit_population_sd_sample_sd,mean_within_unit_range,mean_within_unit_range_sample_sd,r2mt_minus_raw_anchor_nmae,interpretation
1203,1195,86,31,0.19118752158412763,0.026712466401755786,0.04692817568030171,0.0008148535926276102,0.16336909939657693,0.0023914983029217473,0.0,identity fallback on clean natural captures
